SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,401 Harrison St Unit 8D,San Francisco,CA,94105,930000,1,1.0,San Francisco,607,56023,2014,6,1532,1235,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-8D/home/144064184,BAREIS,421597441,N,Y,37.7863747,-122.3919931
MLS Listing,,Condo/Co-op,1260 Clay St #206,San Francisco,CA,94108,675000,1,1.0,San Francisco,575,22394,1950,6,1174,675,Active,September-29-2021 05:30 PM,September-29-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/1260-Clay-St-94108/unit-206/home/546953,San Francisco MLS,421597053,N,Y,37.7936238,-122.4139419
MLS Listing,,Single Family Residential,163 Whittier St,San Francisco,CA,94112,950000,2,2.0,San Francisco,1536,4738,1954,6,618,,Active,October-2-2021 11:00 AM,October-2-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/163-Whittier-St-94112/home/1318868,San Francisco MLS,421597896,N,Y,37.7083717,-122.4470675
MLS Listing,,Condo/Co-op,3334 - A 16th St,San Francisco,CA,94114,1295000,2,2.0,San Francisco,,2277,1907,6,,411,Active,September-29-2021 05:00 PM,September-29-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/3334-16th-St-94114/home/169571117,San Francisco MLS,421597168,N,Y,37.7648259,-122.4271692
MLS Listing,,Condo/Co-op,301 Crescent Ct #3412,SAN FRANCISCO,CA,94134,628888,1,1.0,SAN FRANCISCO,842,,2007,6,747,507,Active,,,http://www.redfin.com/CA/San-Francisco/301-Crescent-Ct-94134/unit-3412/home/12277965,MLSListings,ML81864013,N,Y,37.711115,-122.388595
MLS Listing,,Single Family Residential,1915 Sacramento St,San Francisco,CA,94109,3650000,3,4.5,San Francisco,2340,3188,1900,6,1560,,Active,,,http://www.redfin.com/CA/San-Francisco/1915-Sacramento-St-94109/home/1779856,San Francisco MLS,421592330,N,Y,37.7907411,-122.4250694
MLS Listing,,Single Family Residential,583 Corbett Ave,San Francisco,CA,94114,3495000,5,5.0,San Francisco,4615,2078,2002,6,757,,Active,,,http://www.redfin.com/CA/San-Francisco/583-Corbett-Ave-94114/home/1009099,San Francisco MLS,421597267,N,Y,37.7572374,-122.4435251
MLS Listing,,Condo/Co-op,3615 Buchanan St #303,San Francisco,CA,94123,1299000,2,2.0,San Francisco,1169,9960,,6,1111,588,Active,October-3-2021 02:00 PM,October-3-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3615-Buchanan-St-94123/unit-303/home/1322497,San Francisco MLS,421597840,N,Y,37.8033942,-122.4336113
MLS Listing,,Single Family Residential,2353 Funston Ave,San Francisco,CA,94116,1725000,4,2.5,San Francisco,2650,3706,1925,6,651,,Active,September-30-2021 06:00 PM,September-30-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/2353-Funston-Ave-94116/home/1733387,San Francisco MLS,421595850,N,Y,37.744171,-122.469551
MLS Listing,,Single Family Residential,44 Williar Ave,San Francisco,CA,94112,1395000,3,3.0,San Francisco,2354,2047,1917,6,593,,Active,September-30-2021 04:30 PM,September-30-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/44-Williar-Ave-94112/home/820090,San Francisco MLS,421597364,N,Y,37.7206238,-122.4521312
MLS Listing,,Single Family Residential,309 Sargent St,San Francisco,CA,94132,1799000,5,4.0,San Francisco,2678,2495,1964,6,672,,Active,September-30-2021 05:00 PM,September-30-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/309-Sargent-St-94132/home/1472713,San Francisco MLS,421593771,N,Y,37.7159479,-122.4659303
MLS Listing,,Condo/Co-op,8200 Oceanview Ter #204,San Francisco,CA,94132,625000,1,1.0,San Francisco,688,325629,2002,6,908,615,Active,,,http://www.redfin.com/CA/San-Francisco/8200-Oceanview-Ter-94132/unit-204/home/2022822,San Francisco MLS,421597590,N,Y,37.7099731,-122.4675313
MLS Listing,,Single Family Residential,272 Glenview Dr,San Francisco,CA,94131,1399000,3,2.0,San Francisco,,3240,1958,6,,,Active,October-2-2021 11:00 AM,October-2-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/272-Glenview-Dr-94131/home/679530,San Francisco MLS,421597701,N,Y,37.7481605,-122.4455074
MLS Listing,,Condo/Co-op,27 Judah St,San Francisco,CA,94122,1350000,3,2.0,San Francisco,,2478,,6,,270,Active,September-29-2021 05:00 PM,September-29-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/27-Judah-St-94122/home/17306718,San Francisco MLS,421597113,N,Y,37.7621614,-122.4623922
MLS Listing,,Single Family Residential,319 Flood Ave,San Francisco,CA,94112,1099000,2,1.0,Sunnyside,908,2809,1922,6,1210,,Active,,,http://www.redfin.com/CA/San-Francisco/319-Flood-Ave-94112/home/2011054,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40968313,N,Y,37.7297047,-122.4470766
MLS Listing,,Condo/Co-op,2440 Broadway St,San Francisco,CA,94115,4995000,3,3.5,San Francisco,2731,6115,1908,6,1829,,Active,,,http://www.redfin.com/CA/San-Francisco/2440-Broadway-94123/home/1988223,San Francisco MLS,421596996,N,Y,37.7942133,-122.4373681
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 9F,San Francisco,CA,94102,1248000,2,2.0,San Francisco,912,,2021,6,1368,633,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-9F/home/176504147,San Francisco MLS,421597763,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,900 Bush St #1002,San Francisco,CA,94109,710000,1,1.0,San Francisco,657,,1982,6,1081,1082,Active,September-30-2021 05:00 PM,September-30-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-1002/home/1348361,San Francisco MLS,421597689,N,Y,37.7898591,-122.4125833
MLS Listing,,Condo/Co-op,75 Waller St,San Francisco,CA,94102,1749000,3,2.0,San Francisco,2132,4689,1890,6,820,404,Active,October-2-2021 01:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/75-Waller-St-94102/home/847714,San Francisco MLS,421597699,N,Y,37.7716255,-122.4248135
MLS Listing,,Condo/Co-op,451 Kansas St #610,San Francisco,CA,94107,899000,1,1.0,San Francisco,790,80311,2007,6,1138,593,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/451-Kansas-St-94107/unit-610/home/23424556,San Francisco MLS,421596369,N,Y,37.7637484,-122.4027468
MLS Listing,,Townhouse,118 Dolphin Ct #42,San Francisco,CA,94124,799000,3,2.5,San Francisco,1360,575,1981,6,588,458,Active,,,http://www.redfin.com/CA/San-Francisco/118-Dolphin-Ct-94124/unit-42/home/1166806,San Francisco MLS,421597038,N,Y,37.7279933,-122.371257
MLS Listing,,Condo/Co-op,1310 Fillmore St #302,SAN FRANCISCO,CA,94115,1138000,2,2.0,SAN FRANCISCO,1275,,2007,6,893,606,Active,,,http://www.redfin.com/CA/San-Francisco/1310-Fillmore-St-94115/unit-302/home/17306912,MLSListings,ML81859870,N,Y,37.7816647,-122.4321387
MLS Listing,,Single Family Residential,2566 42nd Ave,San Francisco,CA,94116,1095000,3,2.0,San Francisco,1341,2996,1954,6,817,,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2566-42nd-Ave-94116/home/663327,San Francisco MLS,421591777,N,Y,37.7388765,-122.4998454
MLS Listing,,Condo/Co-op,1200 California St Unit 9D,San Francisco,CA,94109,1895000,2,2.0,San Francisco,1800,,,6,1053,2399,Active,,,http://www.redfin.com/CA/San-Francisco/1200-California-St-94109/unit-9D/home/12400723,San Francisco MLS,421592144,N,Y,37.7917486,-122.4144729
MLS Listing,,Single Family Residential,283 28th Ave,San Francisco,CA,94121,3695000,4,3.5,San Francisco,2795,2853,1916,6,1322,,Active,,,http://www.redfin.com/CA/San-Francisco/283-28th-Ave-94121/home/1717160,San Francisco MLS,421595544,N,Y,37.7840954,-122.4884495
MLS Listing,,Condo/Co-op,4 15th Ave,San Francisco,CA,94118,1995000,3,2.0,San Francisco,1905,4910,1940,6,1047,250,Active,,,http://www.redfin.com/CA/San-Francisco/4-15th-Ave-94118/home/873166,San Francisco MLS,421597549,N,Y,37.7869865,-122.4741227
MLS Listing,,Single Family Residential,775 37th Ave,San Francisco,CA,94121,1599000,3,1.5,San Francisco,1670,2996,1924,6,957,,Active,,,http://www.redfin.com/CA/San-Francisco/775-37th-Ave-94121/home/991606,San Francisco MLS,421588051,N,Y,37.7743349,-122.4974997
MLS Listing,,Condo/Co-op,2893 - A 24th St,San Francisco,CA,94110,895000,1,1.0,San Francisco,840,4025,1900,6,1065,453,Active,September-29-2021 05:00 PM,September-29-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/2893-24th-St-94110/home/26838631,San Francisco MLS,421597071,N,Y,37.7524329,-122.4098786
MLS Listing,,Multi-Family (2-4 Unit),2628 - 2630 Leavenworth St,San Francisco,CA,94133,2799000,5,3.0,San Francisco,3286,2138,1929,6,852,,Active,October-3-2021 02:00 PM,October-3-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2628-Leavenworth-St-94133/home/1482500,San Francisco MLS,421594321,N,Y,37.8054658,-122.4183553
MLS Listing,,Condo/Co-op,2997 Harrison St,San Francisco,CA,94110,1395000,3,2.0,San Francisco,1496,2596,1912,6,932,250,Active,,,http://www.redfin.com/CA/San-Francisco/2997-Harrison-St-94110/home/167114366,San Francisco MLS,421592947,N,Y,37.7496145,-122.4113846
MLS Listing,,Single Family Residential,319 Detroit St,San Francisco,CA,94131,1559000,4,3.5,San Francisco,1845,1875,1927,6,845,,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/319-Detroit-St-94131/home/1478565,San Francisco MLS,421595390,N,Y,37.7302389,-122.4445453
MLS Listing,,Condo/Co-op,1688 Pine St Unit W1204,San Francisco,CA,94109,899000,1,1.0,San Francisco,727,35482,2016,6,1237,743,Active,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-W1204/home/110015925,San Francisco MLS,421597586,N,Y,37.7895497,-122.4233697
MLS Listing,,Condo/Co-op,5160 Diamond Heights Blvd Unit 305C,San Francisco,CA,94131,925000,2,2.0,San Francisco,1175,7219,1972,6,787,697,Active,,,http://www.redfin.com/CA/San-Francisco/5160-Diamond-Heights-Blvd-94131/unit-305C/home/1776606,San Francisco MLS,421574269,N,Y,37.7459263,-122.4404868
MLS Listing,,Condo/Co-op,1970 Sutter St #101,San Francisco,CA,94115,995000,1,1.5,San Francisco,1007,11968,2001,6,988,616,Active,,,http://www.redfin.com/CA/San-Francisco/1970-Sutter-St-94115/unit-101/home/1822712,San Francisco MLS,421585798,N,Y,37.7864159,-122.4326567
MLS Listing,,Single Family Residential,43 Norwich St,San Francisco,CA,94110,1149000,2,1.0,San Francisco,1050,1873,1950,6,1094,,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/43-Norwich-St-94110/home/1248089,San Francisco MLS,421582307,N,Y,37.7450939,-122.4112539
MLS Listing,,Condo/Co-op,301 Main St Unit 18A,San Francisco,CA,94105,1499000,2,2.0,San Francisco,1163,76210,2008,6,1289,991,Active,,,http://www.redfin.com/CA/San-Francisco/301-Main-St-94105/unit-18A/home/21966776,San Francisco MLS,421597552,N,Y,37.7895974,-122.3911965
MLS Listing,,Single Family Residential,1471 45th Ave,San Francisco,CA,94122,1950000,3,3.5,San Francisco,1775,3000,1927,6,1099,,Active,,,http://www.redfin.com/CA/San-Francisco/1471-45th-Ave-94122/home/1155509,San Francisco MLS,421585280,N,Y,37.7591614,-122.505057
MLS Listing,,Condo/Co-op,515 Masonic Ave #1,San Francisco,CA,94117,799000,1,1.0,San Francisco,707,3479,1923,6,1130,325,Active,October-2-2021 12:00 PM,October-2-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/515-Masonic-Ave-94117/unit-1/home/28890187,San Francisco MLS,421584346,N,Y,37.776438,-122.4468786
MLS Listing,,Single Family Residential,635 Ulloa St,San Francisco,CA,94127,2298000,4,3.0,San Francisco,3126,3706,1932,6,735,,Active,,,http://www.redfin.com/CA/San-Francisco/635-Ulloa-St-94127/home/1526090,San Francisco MLS,421595249,N,Y,37.7406557,-122.4617841
MLS Listing,,Condo/Co-op,292 Grand View Ave #2,San Francisco,CA,94114,1495000,3,2.0,Noe Valley,2178,1771,2001,6,686,,Active,,,http://www.redfin.com/CA/San-Francisco/292-Grand-View-Ave-94114/unit-2/home/1600147,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40968200,N,Y,37.7535748,-122.4419842
MLS Listing,,Condo/Co-op,1 South Park St #402,San Francisco,CA,94107,1995000,2,2.5,San Francisco,1389,16754,2007,6,1436,757,Active,,,http://www.redfin.com/CA/San-Francisco/1-S-Park-St-94107/unit-402/home/23424341,San Francisco MLS,421596997,N,Y,37.7821568,-122.3928782
MLS Listing,,Single Family Residential,1826 23rd Ave,San Francisco,CA,94122,899000,2,1.0,San Francisco,1171,2996,1931,6,768,,Active,,,http://www.redfin.com/CA/San-Francisco/1826-23rd-Ave-94122/home/1129450,San Francisco MLS,421590446,N,Y,37.7535196,-122.4804462
MLS Listing,,Single Family Residential,23 Madrid St,San Francisco,CA,94112,1495000,5,3.5,San Francisco,2303,2495,1915,6,649,,Active,October-2-2021 02:00 PM,October-2-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/23-Madrid-St-94112/home/1149954,San Francisco MLS,421596468,N,Y,37.728261,-122.4275366
MLS Listing,,Condo/Co-op,333 Beale St Unit 6B,San Francisco,CA,94105,1675000,2,2.0,San Francisco,1198,75406,2015,6,1398,1200,Active,,,http://www.redfin.com/CA/San-Francisco/333-Beale-St-94105/unit-6B/home/109315217,San Francisco MLS,421587943,N,Y,37.7884937,-122.3918797
MLS Listing,,Condo/Co-op,1388 Gough St #1003,San Francisco,CA,94109,1295000,2,2.0,San Francisco,1229,,1993,6,1054,1362,Active,October-2-2021 11:00 AM,October-2-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/1388-Gough-St-94109/unit-1003/home/574266,San Francisco MLS,421585115,N,Y,37.7858224,-122.4244381
MLS Listing,,Condo/Co-op,2124 Hyde St #3,San Francisco,CA,94109,885000,2,1.0,San Francisco,855,2365,1913,6,1035,450,Active,,,http://www.redfin.com/CA/San-Francisco/2124-Hyde-St-94109/unit-3/home/12383700,San Francisco MLS,421596745,N,Y,37.8005655,-122.4191408
MLS Listing,,Single Family Residential,1761 Leavenworth St,San Francisco,CA,94109,1800000,3,1.5,San Francisco,1790,1724,1926,6,1006,,Active,,,http://www.redfin.com/CA/San-Francisco/1761-Leavenworth-St-94109/home/1816965,San Francisco MLS,421591228,N,Y,37.7973314,-122.417194
MLS Listing,,Single Family Residential,1636 48th Ave,San Francisco,CA,94122,2185000,4,4.5,San Francisco,2686,3000,1924,6,813,,Active,September-29-2021 05:00 PM,September-29-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/1636-48th-Ave-94122/home/1943403,San Francisco MLS,421594250,N,Y,37.75588,-122.5075648
MLS Listing,,Condo/Co-op,350 Alabama St #5,San Francisco,CA,94110,1195000,1,1.5,San Francisco,1298,15033,2003,6,921,754,Active,,,http://www.redfin.com/CA/San-Francisco/350-Alabama-St-94110/unit-5/home/22885847,San Francisco MLS,421591227,N,Y,37.7647622,-122.4125694
MLS Listing,,Single Family Residential,74 Lundys Ln,San Francisco,CA,94110,1995000,3,2.0,San Francisco,,1746,1908,6,,,Active,October-1-2021 04:30 PM,October-1-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/74-Lundys-Ln-94110/home/1044993,San Francisco MLS,421595968,N,Y,37.744302,-122.4187979
MLS Listing,,Multi-Family (2-4 Unit),217 15th Ave,San Francisco,CA,94118,1698000,4,4.0,San Francisco,2922,3000,1959,7,581,,Active,,,http://www.redfin.com/CA/San-Francisco/217-15th-Ave-94118/home/1000713,San Francisco MLS,421597183,N,Y,37.783952,-122.4744322
MLS Listing,,Condo/Co-op,570 Innes Ave #201,San Francisco,CA,94124,658000,2,1.0,San Francisco,764,,2016,7,861,500,Active,October-3-2021 02:00 PM,October-3-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/570-Innes-Ave-94124/unit-201/home/144064008,San Francisco MLS,421597440,N,Y,37.728508,-122.3691544
MLS Listing,,Single Family Residential,2111 18th St,San Francisco,CA,94107,1395000,3,1.5,San Francisco,1470,2950,1929,7,949,,Active,,,http://www.redfin.com/CA/San-Francisco/2111-18th-St-94107/home/12396350,San Francisco MLS,421597428,N,Y,37.7620139,-122.4037137
MLS Listing,,Single Family Residential,172 25th Ave,San Francisco,CA,94121,4995000,5,4.0,San Francisco,5725,3598,1928,7,872,,Active,,,http://www.redfin.com/CA/San-Francisco/172-25th-Ave-94121/home/1668477,San Francisco MLS,421581202,N,Y,37.7862501,-122.4854428
MLS Listing,,Condo/Co-op,940 Duncan St Unit 203D,San Francisco,CA,94131,762000,1,1.0,San Francisco,744,7296,1972,7,1024,597,Active,,,http://www.redfin.com/CA/San-Francisco/940-Duncan-St-94131/unit-203D/home/1829817,San Francisco MLS,421597357,N,Y,37.7454451,-122.4408406
MLS Listing,,Single Family Residential,59 Ledyard St,San Francisco,CA,94124,1249999,4,3.0,Silver Terrace,,2495,1914,7,,,Active,,,http://www.redfin.com/CA/San-Francisco/59-Ledyard-St-94124/home/1993689,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40968127,N,Y,37.7331039,-122.4016014
MLS Listing,,Condo/Co-op,425 1st St #3705,San Francisco,CA,94105,975000,1,1.0,San Francisco,710,56024,2008,7,1373,1066,Active,,,http://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-3705/home/17306206,San Francisco MLS,421590791,N,Y,37.7857365,-122.3921923
MLS Listing,,Single Family Residential,50 Idora Ave,San Francisco,CA,94127,1595000,4,2.0,San Francisco,1603,3100,1947,7,995,,Active,,,http://www.redfin.com/CA/San-Francisco/50-Idora-Ave-94127/home/1954740,San Francisco MLS,421595657,N,Y,37.7451446,-122.455548
MLS Listing,,Single Family Residential,926 Russia Ave,SAN FRANCISCO,CA,94112,1195000,3,2.0,SAN FRANCISCO,1492,1873,1942,7,801,,Active,,,http://www.redfin.com/CA/San-Francisco/926-Russia-Ave-94112/home/788164,MLSListings,ML81863745,N,Y,37.717793,-122.4296653
MLS Listing,,Multi-Family (5+ Unit),1625 Sacramento St,San Francisco,CA,94109,1997500,4,4.0,San Francisco,4791,3240,1909,7,417,,Active,,,http://www.redfin.com/CA/San-Francisco/1625-Sacramento-St-94109/home/1699484,San Francisco MLS,421590061,N,Y,37.791387,-122.419677
MLS Listing,,Condo/Co-op,1177 California #503,San Francisco,CA,94108,499000,0,1.0,San Francisco,411,,1968,7,1214,933,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-503/home/1578335,San Francisco MLS,421597190,N,Y,37.7909986,-122.4137649
MLS Listing,,Condo/Co-op,1688 Pine St Unit W411,SAN FRANCISCO,CA,94109,1295000,2,2.0,SAN FRANCISCO,929,35482,2016,7,1394,802,Active,October-2-2021 01:30 PM,October-2-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-W411/home/106096736,MLSListings,ML81863716,N,Y,37.7895497,-122.4233697
MLS Listing,,Condo/Co-op,318 Main St Unit 2E,San Francisco,CA,94105,2780000,3,3.0,San Francisco,1973,,2015,7,1409,1361,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/318-Main-St-94105/unit-2E/home/109278620,San Francisco MLS,421593063,N,Y,37.7889813,-122.3918869
MLS Listing,,Condo/Co-op,3420 20th St,San Francisco,CA,94110,1295000,2,1.5,San Francisco,1728,2571,1920,7,749,330,Active,,,http://www.redfin.com/CA/San-Francisco/3420-20th-St-94110/home/22043445,San Francisco MLS,421575304,N,Y,37.7589576,-122.4174385
MLS Listing,,Condo/Co-op,444 Francisco St #103,San Francisco,CA,94133,1075000,2,2.0,San Francisco,979,5095,1981,7,1098,648,Active,,,http://www.redfin.com/CA/San-Francisco/444-Francisco-St-94133/unit-103/home/1913559,San Francisco MLS,421597032,N,Y,37.8049727,-122.4126145
MLS Listing,,Multi-Family (2-4 Unit),232 - 234 4th Ave,San Francisco,CA,94118,2399000,6,4.0,San Francisco,4294,3000,1907,7,559,,Active,October-3-2021 10:30 AM,October-3-2021 12:00 PM,http://www.redfin.com/CA/San-Francisco/232-4th-Ave-94118/home/1444458,San Francisco MLS,421596623,N,Y,37.7842992,-122.4620412
MLS Listing,,Condo/Co-op,525 Gough St #405,San Francisco,CA,94102,1898000,3,2.5,San Francisco,1810,12787,2005,7,1049,590,Active,October-2-2021 02:00 PM,October-2-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/525-Gough-St-94102/unit-405/home/12330638,San Francisco MLS,421596807,N,Y,37.7783444,-122.4235372
MLS Listing,,Single Family Residential,135 Turquoise Way,SAN FRANCISCO,CA,94131,2449000,3,2.5,SAN FRANCISCO,1756,3388,1962,7,1395,,Active,,,http://www.redfin.com/CA/San-Francisco/135-Turquoise-Way-94131/home/838074,MLSListings,ML81863674,N,Y,37.7437502,-122.4433842
